"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Alabama"	"01"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	657
	"Alabama"	"01"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	190
	"Alabama"	"01"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	540
	"Alabama"	"01"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	184
	"Alabama"	"01"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	740
	"Alabama"	"01"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	223
	"Alabama"	"01"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	786
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	209
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	843
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	266
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1015
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"Alabama"	"01"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	206
	"Alabama"	"01"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	972
	"Alabama"	"01"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	341
	"Alabama"	"01"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	1363
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	214
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	1031
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	268
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	1381
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	196
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	963
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	236
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	1011
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	144
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	682
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	132
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	608
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	141
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	564
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	91
	"Alabama"	"01"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	360
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	22
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	32
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	21
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	22
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	25
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	56
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	40
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	33
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	117
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	68
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	80
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	221
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	30
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	120
	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	122
	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	361
	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	66
	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	214
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	177
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	482
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	134
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	307
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	190
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	691
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	16
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	192
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	527
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	160
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	717
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	229
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	824
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	200
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	897
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	263
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1003
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	19
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	216
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	1005
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	328
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	1279
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	216
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	1039
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	304
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	1401
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	200
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	984
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	215
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	1157
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	159
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	749
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	153
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	714
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	148
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	581
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	110
	"Alabama"	"01"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	406
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Alabama"	"01"	"2001"	"2001"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
