"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	17
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	23
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	24
	"New Mexico"	"35"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	59
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	28
	"New Mexico"	"35"	"1999"	"1999"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	131
	"New Mexico"	"35"	"1999"	"1999"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	53
	"New Mexico"	"35"	"1999"	"1999"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	177
	"New Mexico"	"35"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	87
	"New Mexico"	"35"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	265
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	130
	"New Mexico"	"35"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"New Mexico"	"35"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	299
	"New Mexico"	"35"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	194
	"New Mexico"	"35"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	18
	"New Mexico"	"35"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	317
	"New Mexico"	"35"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	307
	"New Mexico"	"35"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	343
	"New Mexico"	"35"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	16
	"New Mexico"	"35"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	444
	"New Mexico"	"35"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	402
	"New Mexico"	"35"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	26
	"New Mexico"	"35"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	604
	"New Mexico"	"35"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	18
	"New Mexico"	"35"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	432
	"New Mexico"	"35"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	26
	"New Mexico"	"35"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	647
	"New Mexico"	"35"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	425
	"New Mexico"	"35"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	537
	"New Mexico"	"35"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	265
	"New Mexico"	"35"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	329
	"New Mexico"	"35"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	262
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	179
	"New Mexico"	"35"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	16
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	16
	"New Mexico"	"35"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	23
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	16
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	36
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	20
	"New Mexico"	"35"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	59
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	35
	"New Mexico"	"35"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	89
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	56
	"New Mexico"	"35"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	166
	"New Mexico"	"35"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	87
	"New Mexico"	"35"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	18
	"New Mexico"	"35"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	271
	"New Mexico"	"35"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	148
	"New Mexico"	"35"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	298
	"New Mexico"	"35"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	267
	"New Mexico"	"35"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	23
	"New Mexico"	"35"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	334
	"New Mexico"	"35"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	320
	"New Mexico"	"35"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	17
	"New Mexico"	"35"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	327
	"New Mexico"	"35"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17
	"New Mexico"	"35"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	399
	"New Mexico"	"35"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	412
	"New Mexico"	"35"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	594
	"New Mexico"	"35"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	410
	"New Mexico"	"35"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	616
	"New Mexico"	"35"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2000"	"2000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	383
