"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"South Dakota"	"46"	"1999"	"1999"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	Missing
	"South Dakota"	"46"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Missing
