"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Georgia"	"13"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1561
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	356
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	1447
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	548
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	1885
	"Georgia"	"13"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	343
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	1482
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	471
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	1936
	"Georgia"	"13"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	296
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	1334
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	343
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	1486
	"Georgia"	"13"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	230
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	971
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	205
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	817
	"Georgia"	"13"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	223
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	805
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	152
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	539
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	30
	"Georgia"	"13"	"2000"	"2000"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	44
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	21
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	30
	"Georgia"	"13"	"2000"	"2000"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	28
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	32
	"Georgia"	"13"	"2000"	"2000"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	27
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	47
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	25
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	72
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	60
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	62
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	150
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	36
	"Georgia"	"13"	"2000"	"2000"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	101
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	100
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	208
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	65
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	151
	"Georgia"	"13"	"2000"	"2000"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	177
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	434
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	94
	"Georgia"	"13"	"2000"	"2000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	223
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	262
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	675
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	169
	"Georgia"	"13"	"2000"	"2000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	391
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	21
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	339
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	906
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	268
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	599
	"Georgia"	"13"	"2000"	"2000"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	409
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	1267
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	431
	"Georgia"	"13"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	1090
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	22
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	334
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	1346
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	17
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	511
	"Georgia"	"13"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	1409
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	351
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	1321
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	566
	"Georgia"	"13"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	1689
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	357
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	1487
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	20
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	598
	"Georgia"	"13"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	2102
	"Georgia"	"13"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	356
	"Georgia"	"13"	"2000"	"2000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	1627
